com.samsung.shealth.report,6311013,3
Europe/Warsaw,1706482800000,2024-02-05 12:02:34.733,2024-02-05 12:02:34.733,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,3a2e3c95-a4f1-4970-8791-83a064938ca0,3a2e3c95-a4f1-4970-8791-83a064938ca0.compressed_content.json,
Europe/Warsaw,1707087600000,2024-02-12 12:02:13.130,2024-02-12 12:02:13.130,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,3f5bd38c-42fd-4c49-8083-f016b1ef41f5,3f5bd38c-42fd-4c49-8083-f016b1ef41f5.compressed_content.json,
Europe/Warsaw,1707692400000,2024-02-19 12:02:12.553,2024-02-19 12:02:12.553,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,23414a14-9808-4a9e-b2b1-d6e505aa56cf,23414a14-9808-4a9e-b2b1-d6e505aa56cf.compressed_content.json,
Europe/Warsaw,1708297200000,2024-02-26 12:02:22.014,2024-02-26 12:02:22.014,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,f1383228-bcfa-457c-a2ef-52ab9d4b0613,f1383228-bcfa-457c-a2ef-52ab9d4b0613.compressed_content.json,
Europe/Warsaw,1708902000000,2024-03-04 12:02:18.064,2024-03-04 12:02:18.064,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,feac9fa9-3430-49f5-b20e-1fef5ddd8da1,feac9fa9-3430-49f5-b20e-1fef5ddd8da1.compressed_content.json,
Europe/Warsaw,1709506800000,2024-03-11 12:02:38.322,2024-03-11 12:02:38.322,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,51b69184-8e61-4c7f-8e76-bf494fa305e6,51b69184-8e61-4c7f-8e76-bf494fa305e6.compressed_content.json,
Europe/Warsaw,1710111600000,2024-03-18 12:02:18.965,2024-03-18 12:02:18.965,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,8c0686d0-de13-41ce-9715-c61459995019,8c0686d0-de13-41ce-9715-c61459995019.compressed_content.json,
Europe/Warsaw,1710630000000,2024-03-24 12:02:45.511,2024-03-24 12:02:45.511,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,436bae33-7024-45b1-9e38-55850b5d3bc4,436bae33-7024-45b1-9e38-55850b5d3bc4.compressed_content.json,
Europe/Warsaw,1711234800000,2024-03-31 11:04:02.765,2024-03-31 11:04:02.765,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,f7402448-8ab5-4d95-89d0-1851498dcf57,f7402448-8ab5-4d95-89d0-1851498dcf57.compressed_content.json,
Europe/Warsaw,1711839600000,2024-04-07 11:08:07.716,2024-04-07 11:08:07.716,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,6c22719e-6936-42cc-b5fa-3c5a5bfbdc55,6c22719e-6936-42cc-b5fa-3c5a5bfbdc55.compressed_content.json,
Europe/Warsaw,1712440800000,2024-04-14 11:14:04.595,2024-04-14 11:14:04.595,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,6e096bb6-658a-4731-b0e5-b1173d801c56,6e096bb6-658a-4731-b0e5-b1173d801c56.compressed_content.json,
Europe/Warsaw,1713045600000,2024-04-21 11:06:57.203,2024-04-21 11:06:57.203,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,3047c7bf-2071-4669-926d-06dfda047862,3047c7bf-2071-4669-926d-06dfda047862.compressed_content.json,
Europe/Warsaw,1713650400000,2024-04-28 11:04:51.002,2024-04-28 11:04:51.002,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,a937e039-1c2c-4331-af64-756371455228,a937e039-1c2c-4331-af64-756371455228.compressed_content.json,
Europe/Warsaw,1714255200000,2024-05-05 11:02:18.543,2024-05-05 11:02:18.543,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,a8f5b30e-d2f7-44b5-b912-a6a4aff10f06,a8f5b30e-d2f7-44b5-b912-a6a4aff10f06.compressed_content.json,
Europe/Warsaw,1714860000000,2024-05-12 11:02:14.532,2024-05-12 11:02:14.532,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,804e38ee-ca0e-449a-add2-683355428cd3,804e38ee-ca0e-449a-add2-683355428cd3.compressed_content.json,
Europe/Warsaw,1715464800000,2024-05-19 11:02:22.598,2024-05-19 11:02:22.598,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,c8568137-96a3-4a08-9cb3-aa2328aebdd6,c8568137-96a3-4a08-9cb3-aa2328aebdd6.compressed_content.json,
Europe/Warsaw,1716069600000,2024-05-26 11:02:15.038,2024-05-26 11:02:15.038,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,4848299b-fcdd-4d97-9a3a-daef36813d02,4848299b-fcdd-4d97-9a3a-daef36813d02.compressed_content.json,
Europe/Warsaw,1716674400000,2024-06-02 11:02:15.590,2024-06-02 11:02:15.590,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,c8427b4e-b920-468c-95df-b713a7922859,c8427b4e-b920-468c-95df-b713a7922859.compressed_content.json,
Europe/Warsaw,1717279200000,2024-06-09 11:06:49.325,2024-06-09 11:06:49.325,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,e5741b4a-fae3-4243-9613-319614c59e51,e5741b4a-fae3-4243-9613-319614c59e51.compressed_content.json,
Europe/Warsaw,1717884000000,2024-06-16 11:10:41.575,2024-06-16 11:10:41.575,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,d21ed64a-c824-4c8b-9f1a-68a282baafbd,d21ed64a-c824-4c8b-9f1a-68a282baafbd.compressed_content.json,
Europe/Warsaw,1718488800000,2024-06-23 11:02:10.845,2024-06-23 11:02:10.845,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,bf61e4c2-fc5e-46af-adea-53decd297391,bf61e4c2-fc5e-46af-adea-53decd297391.compressed_content.json,
Europe/Rome,1719093600000,2024-06-30 11:04:06.140,2024-06-30 11:04:06.140,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,33f628bf-5e69-4b33-85d7-1e5b0da71fdd,33f628bf-5e69-4b33-85d7-1e5b0da71fdd.compressed_content.json,
Europe/Rome,1719698400000,2024-07-07 11:02:27.263,2024-07-07 11:02:27.263,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,423b7c77-aed6-4d17-adda-397986cbef6b,423b7c77-aed6-4d17-adda-397986cbef6b.compressed_content.json,
Europe/Warsaw,1720303200000,2024-07-14 11:02:47.847,2024-07-14 11:02:47.847,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,375ea778-c3a9-49f2-a9d4-6b801e5794d7,375ea778-c3a9-49f2-a9d4-6b801e5794d7.compressed_content.json,
Europe/Warsaw,1720908000000,2024-07-21 11:02:17.591,2024-07-21 11:02:17.591,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,cc1e9f8c-ab54-4bc2-9627-34824ec22287,cc1e9f8c-ab54-4bc2-9627-34824ec22287.compressed_content.json,
Europe/Warsaw,1721512800000,2024-07-28 11:11:56.997,2024-07-28 11:11:56.997,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,0f67429a-fe32-4d9f-bb18-aa644d77972f,0f67429a-fe32-4d9f-bb18-aa644d77972f.compressed_content.json,
Europe/Warsaw,1722117600000,2024-08-04 11:02:13.220,2024-08-04 11:02:13.220,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,cbf57b02-aaae-4031-9e86-5cd539e44cd9,cbf57b02-aaae-4031-9e86-5cd539e44cd9.compressed_content.json,
Europe/Warsaw,1722722400000,2024-08-11 11:02:19.828,2024-08-11 11:02:19.828,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,f3f9880f-3e3e-4cc8-9314-4d7111521c26,f3f9880f-3e3e-4cc8-9314-4d7111521c26.compressed_content.json,
Europe/Warsaw,1723327200000,2024-08-18 11:02:13.938,2024-08-18 11:02:13.938,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,ae8a597d-ab09-4989-885e-f7c24ca80979,ae8a597d-ab09-4989-885e-f7c24ca80979.compressed_content.json,
Europe/Warsaw,1723932000000,2024-08-25 11:03:14.580,2024-08-25 11:03:14.580,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,81e10e8d-57b6-466f-8cbb-e48035d78d13,81e10e8d-57b6-466f-8cbb-e48035d78d13.compressed_content.json,
Europe/Warsaw,1724536800000,2024-09-01 11:02:39.948,2024-09-01 11:02:39.948,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,4580576c-26da-4ea9-833d-ad2ea0246b94,4580576c-26da-4ea9-833d-ad2ea0246b94.compressed_content.json,
Europe/Warsaw,1725141600000,2024-09-08 11:03:00.709,2024-09-08 11:03:00.709,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,13fd04d0-ac83-4037-92b0-fe31d69638c3,13fd04d0-ac83-4037-92b0-fe31d69638c3.compressed_content.json,
Europe/Warsaw,1725746400000,2024-09-15 11:02:31.328,2024-09-15 11:02:31.328,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,ea3f607f-df14-4d63-a1dd-3e6be6ec4e87,ea3f607f-df14-4d63-a1dd-3e6be6ec4e87.compressed_content.json,
Europe/Warsaw,1726351200000,2024-09-22 11:02:17.044,2024-09-22 11:02:17.044,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,a12f0a65-e996-4af8-a055-3027210fbf8b,a12f0a65-e996-4af8-a055-3027210fbf8b.compressed_content.json,
Europe/Warsaw,1726956000000,2024-09-29 11:07:56.403,2024-09-29 11:07:56.403,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,fa601a4d-6a05-4e9b-a2c4-c9c5e337cccc,fa601a4d-6a05-4e9b-a2c4-c9c5e337cccc.compressed_content.json,
Europe/Warsaw,1727560800000,2024-10-06 11:08:05.356,2024-10-06 11:08:05.356,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,3585177c-7942-4df3-8d2f-0513faf4df11,3585177c-7942-4df3-8d2f-0513faf4df11.compressed_content.json,
Europe/Warsaw,1728165600000,2024-10-13 11:02:13.771,2024-10-13 11:02:13.771,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,22f21404-3de1-4937-b7cf-14438295e7c2,22f21404-3de1-4937-b7cf-14438295e7c2.compressed_content.json,
Europe/Warsaw,1728770400000,2024-10-20 11:02:16.474,2024-10-20 11:02:16.474,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,b5f7fdf2-108d-43cb-9b65-cd124b41c4aa,b5f7fdf2-108d-43cb-9b65-cd124b41c4aa.compressed_content.json,
Europe/Warsaw,1729375200000,2024-10-27 12:02:13.264,2024-10-27 12:02:13.264,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,e523df0c-05a3-4db1-b90f-b9f05c8e38e3,e523df0c-05a3-4db1-b90f-b9f05c8e38e3.compressed_content.json,
Europe/Warsaw,1729980000000,2024-11-05 12:02:13.741,2024-11-05 12:02:13.741,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,47e57569-8d1e-4c07-9e57-35a0b99eecc5,47e57569-8d1e-4c07-9e57-35a0b99eecc5.compressed_content.json,
Europe/Warsaw,1731193200000,2024-11-19 12:06:15.055,2024-11-19 12:06:15.055,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,1396f50e-bf39-4679-94b3-85cb0fc9c338,1396f50e-bf39-4679-94b3-85cb0fc9c338.compressed_content.json,
Europe/Warsaw,1731798000000,2024-11-24 12:02:46.209,2024-11-24 12:02:46.209,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,9eef75cb-e19f-4399-94ce-8ddd9991aadd,9eef75cb-e19f-4399-94ce-8ddd9991aadd.compressed_content.json,
Europe/Warsaw,1732402800000,2024-12-01 12:02:25.653,2024-12-01 12:02:25.653,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,bcce8211-ad44-4094-9d2c-8424765a8fa1,bcce8211-ad44-4094-9d2c-8424765a8fa1.compressed_content.json,
Europe/Warsaw,1733007600000,2024-12-08 12:02:42.990,2024-12-08 12:02:42.990,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,db7de965-6925-49f9-b7fa-a46ddccff8bf,db7de965-6925-49f9-b7fa-a46ddccff8bf.compressed_content.json,
Europe/Warsaw,1733612400000,2024-12-15 12:02:35.224,2024-12-15 12:02:35.224,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,03cbd806-d300-4a10-9431-5886629f24dc,03cbd806-d300-4a10-9431-5886629f24dc.compressed_content.json,
Europe/Warsaw,1734217200000,2024-12-22 12:02:24.085,2024-12-22 12:02:24.085,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,8aa4b353-0000-4d7c-9893-c6e36037b636,8aa4b353-0000-4d7c-9893-c6e36037b636.compressed_content.json,
Europe/Warsaw,1734822000000,2024-12-29 12:02:35.510,2024-12-29 12:02:35.510,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,09379c36-f2f8-4d6d-aed2-31e115d455a1,09379c36-f2f8-4d6d-aed2-31e115d455a1.compressed_content.json,
Europe/Warsaw,1735426800000,2025-01-05 12:04:16.285,2025-01-05 12:04:16.285,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,012e7634-3e6e-4030-9be2-5db98f3cba45,012e7634-3e6e-4030-9be2-5db98f3cba45.compressed_content.json,
Europe/Warsaw,1736031600000,2025-01-12 12:02:07.649,2025-01-12 12:02:07.649,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,7491a259-87b4-43c7-9505-d632eb16a6b5,7491a259-87b4-43c7-9505-d632eb16a6b5.compressed_content.json,
Europe/Warsaw,1736636400000,2025-01-19 12:02:49.279,2025-01-19 12:02:49.279,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,3efddec2-3649-4dab-bdfd-67000b67c560,3efddec2-3649-4dab-bdfd-67000b67c560.compressed_content.json,
Europe/Warsaw,1737241200000,2025-01-30 12:03:00.581,2025-01-30 12:03:00.581,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,634bae93-486c-4a08-be88-65432beb502e,634bae93-486c-4a08-be88-65432beb502e.compressed_content.json,
Europe/Warsaw,1737846000000,2025-02-02 12:09:33.811,2025-02-02 12:09:33.811,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,69c7b331-b500-4927-a043-34859f61d1b2,69c7b331-b500-4927-a043-34859f61d1b2.compressed_content.json,
Europe/Warsaw,1738450800000,2025-02-09 12:02:28.242,2025-02-09 12:02:28.242,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,ad69e8ad-e6ed-4aea-be3d-b1c35236721d,ad69e8ad-e6ed-4aea-be3d-b1c35236721d.compressed_content.json,
Europe/Warsaw,1739055600000,2025-02-16 12:07:03.508,2025-02-16 12:07:03.508,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,65e3d65a-83e2-464d-b9b1-f5a1621bf5a6,65e3d65a-83e2-464d-b9b1-f5a1621bf5a6.compressed_content.json,
Europe/Warsaw,1739660400000,2025-02-23 12:06:54.426,2025-02-23 12:06:54.426,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,9eeb179f-5c15-43a9-a5d4-b9c84695fbf5,9eeb179f-5c15-43a9-a5d4-b9c84695fbf5.compressed_content.json,
Europe/Warsaw,1740265200000,2025-03-02 12:02:11.628,2025-03-02 12:02:11.628,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,756fb55a-fc28-4dcc-a236-abdf5fe3a6a7,756fb55a-fc28-4dcc-a236-abdf5fe3a6a7.compressed_content.json,
Europe/Warsaw,1740870000000,2025-03-09 12:02:41.032,2025-03-09 12:02:41.032,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,2646cc38-5fbd-427b-a2d1-bddf5e8308fd,2646cc38-5fbd-427b-a2d1-bddf5e8308fd.compressed_content.json,
Europe/Warsaw,1741474800000,2025-03-16 12:03:34.934,2025-03-16 12:03:34.934,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,8509df53-b405-4bad-b9ff-bee4e7cb1e86,8509df53-b405-4bad-b9ff-bee4e7cb1e86.compressed_content.json,
Europe/Warsaw,1742079600000,2025-03-23 12:02:12.558,2025-03-23 12:02:12.558,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,3afce815-560f-4e24-9e8e-ebe1dd019a1f,3afce815-560f-4e24-9e8e-ebe1dd019a1f.compressed_content.json,
Europe/Warsaw,1742684400000,2025-03-30 11:02:36.167,2025-03-30 11:02:36.167,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,733cfbad-b425-44f4-a987-ecbb23b65a82,733cfbad-b425-44f4-a987-ecbb23b65a82.compressed_content.json,
Europe/Warsaw,1743289200000,2025-04-06 11:02:14.746,2025-04-06 11:02:14.746,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,acf27721-4015-4ca7-bc16-750c9725e2dd,acf27721-4015-4ca7-bc16-750c9725e2dd.compressed_content.json,
Europe/Warsaw,1743890400000,2025-04-13 11:02:37.968,2025-04-13 11:02:37.968,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,8c4bb649-f99f-4b47-bf5e-61740d60e39b,8c4bb649-f99f-4b47-bf5e-61740d60e39b.compressed_content.json,
Europe/Warsaw,1744495200000,2025-04-20 11:02:18.999,2025-04-20 11:02:18.999,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,10bfc5ea-bc7f-421f-9dda-e353dfdebe3e,10bfc5ea-bc7f-421f-9dda-e353dfdebe3e.compressed_content.json,
Europe/Warsaw,1745100000000,2025-04-27 11:06:35.537,2025-04-27 11:06:35.537,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,3f9a3f2a-72b7-4c32-bd3f-024aa0bfed51,3f9a3f2a-72b7-4c32-bd3f-024aa0bfed51.compressed_content.json,
Europe/Warsaw,1745704800000,2025-05-04 11:02:19.162,2025-05-04 11:02:19.162,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,ee91fdf6-1545-466f-998c-f3dcea3709d0,ee91fdf6-1545-466f-998c-f3dcea3709d0.compressed_content.json,
Europe/Warsaw,1746309600000,2025-05-11 11:02:27.921,2025-05-11 11:02:27.921,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,a348e01a-7222-4cf4-bc82-84ab6eafa88f,a348e01a-7222-4cf4-bc82-84ab6eafa88f.compressed_content.json,
Europe/Warsaw,1746914400000,2025-05-18 11:02:35.885,2025-05-18 11:02:35.885,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,20038ddd-24a1-43bd-a636-7939024fb3e0,20038ddd-24a1-43bd-a636-7939024fb3e0.compressed_content.json,
Europe/Warsaw,1747519200000,2025-05-25 11:02:10.874,2025-05-25 11:02:10.874,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,4b64b5fa-b27d-4e7e-9ee5-ce564bf7bd1c,4b64b5fa-b27d-4e7e-9ee5-ce564bf7bd1c.compressed_content.json,
Europe/Warsaw,1748124000000,2025-06-01 11:02:32.913,2025-06-01 11:02:32.913,0,0,3,CdeuO5Zn7i,X,com.sec.android.app.shealth,71f5c871-b6bd-4ad2-a3d7-894c44c21c63,71f5c871-b6bd-4ad2-a3d7-894c44c21c63.compressed_content.json,
